50	5	1	32005.90247568977
50	5	2	32006.014958710006
50	5	3	6563.826801323795
50	5	4	6545.51531129987
50	5	5	6641.118952832527
50	5	6	6545.943836570709
50	5	7	6626.257086127634
50	5	8	6557.075994358758
50	5	9	6658.123720453159
50	5	10	6553.297184351887
50	10	1	32006.075671216822
50	10	2	32004.503546504955
50	10	3	6595.920342891791
50	10	4	4953.2120532844265
50	10	5	6584.994397679976
50	10	6	6585.441989169039
50	10	7	5379.024220666701
50	10	8	6592.838428605536
50	10	9	5360.994003473578
50	10	10	6640.0613586814525
50	15	1	32005.37117439656
50	15	2	32003.79280909021
50	15	3	6512.323503620159
50	15	4	6575.973349035316
50	15	5	6598.468898546342
50	15	6	6580.282861250819
50	15	7	6513.161656737316
50	15	8	6572.759067957656
50	15	9	6543.525850790192
50	15	10	6595.961437819432
50	20	1	32005.356231297672
50	20	2	32003.798747586337
50	20	3	6550.282711084814
50	20	4	6512.351655039167
50	20	5	6576.1119261147605
50	20	6	6617.460831796889
50	20	7	6646.780350718752
50	20	8	6555.261803446263
50	20	9	6531.641954037809
50	20	10	6521.9587939011735
50	25	1	6514.69616339689
50	25	2	32006.07382321911
50	25	3	6588.560403851969
50	25	4	6519.267487772258
50	25	5	6514.513910102234
50	25	6	6646.2988994099605
50	25	7	6514.306363424756
50	25	8	5371.452540615236
50	25	9	6521.910970408832
50	25	10	6539.098547734115
50	30	1	6583.784319645825
50	30	2	6581.096898050312
50	30	3	6554.251366304298
50	30	4	6599.27951371173
50	30	5	5343.641587993917
50	30	6	6590.052768090501
50	30	7	6633.596472663696
50	30	8	6578.106778803692
50	30	9	6670.693988941404
50	30	10	6571.009509881164
50	35	1	6594.887224428142
50	35	2	6586.120675104368
50	35	3	6596.292536205446
50	35	4	6560.72034568496
50	35	5	6556.11736998578
50	35	6	6510.759754553241
50	35	7	6558.7219355953575
50	35	8	6606.191678376257
50	35	9	6612.50373191064
50	35	10	5007.322037955196
50	40	1	6625.321543785352
50	40	2	32004.218997034634
50	40	3	6565.500776023436
50	40	4	6487.911384836246
50	40	5	6540.477385444145
50	40	6	6615.525021053423
50	40	7	6549.900257038308
50	40	8	6520.027264409112
50	40	9	6619.400007882698
50	40	10	6585.759009654157
50	45	1	6597.608414854113
50	45	2	6566.464762057307
50	45	3	6530.392481568552
50	45	4	6509.946227031357
50	45	5	6560.402163215812
50	45	6	6614.638399714864
50	45	7	6614.537235568822
50	45	8	6553.9276848098925
50	45	9	6653.613154848866
50	45	10	6578.294412362978
50	50	1	32005.913740694843
50	50	2	6604.850140478426
50	50	3	6558.007237162436
50	50	4	6554.760529492435
50	50	5	6567.280135330442
50	50	6	6574.21158200417
50	50	7	6621.071243090559
50	50	8	6484.113729861014
50	50	9	6633.288461390539
50	50	10	6555.58739929298
50	55	1	6562.268474322374
50	55	2	6646.543147002831
50	55	3	6477.854620051257
50	55	4	6652.148996077866
50	55	5	6539.916546640532
50	55	6	6557.058441736107
50	55	7	6581.666991084985
50	55	8	6553.285215640624
50	55	9	6554.970506321719
50	55	10	6480.428332202168
50	60	1	6586.056497379292
50	60	2	6577.505997117035
50	60	3	6512.179851822988
50	60	4	6479.069568148418
50	60	5	6605.998441716452
50	60	6	6584.835291962777
50	60	7	6509.5149038470145
50	60	8	6581.401511318774
50	60	9	6501.636200472443
50	60	10	6674.416571136558
50	65	1	32004.0555941169
50	65	2	32005.15563459023
50	65	3	6604.1986525113425
50	65	4	6524.688810582648
50	65	5	6608.00479882091
50	65	6	6521.10372053973
50	65	7	6554.068803007997
50	65	8	6593.9612389176045
50	65	9	6612.604569471069
50	65	10	6537.343740501682
