1,2,1,30492
1,3,1,29345
1,5,1,26524
1,6,1,25826
1,8,1,25554
1,9,1,24799
1,11,1,30094
1,12,1,32807
1,14,1,35803
1,15,1,36009
1,17,1,38544
1,18,1,39937
1,20,1,37245
1,21,1,35595
1,23,1,31809
2,0,2,29852
2,2,2,29672
2,3,2,29233
2,5,2,27240
2,6,2,27037
2,8,2,28577
2,9,2,29603
2,11,2,35028
2,12,2,36395
2,14,2,37009
2,15,2,36890
2,17,2,42347
2,18,2,46298
2,20,2,43388
2,21,2,40798
2,23,2,34729
3,0,3,31891
3,2,3,31064
3,3,3,30104
3,5,3,28838
3,6,3,29024
3,8,3,37408
3,9,3,40885
3,11,3,44697
3,12,3,45690
3,14,3,45805
3,15,3,45483
3,17,3,48727
3,18,3,51828
3,20,3,48442
3,21,3,45393
3,23,3,37699
4,0,4,33926
4,2,4,33289
4,3,4,32389
4,5,4,31039
4,6,4,31217
4,8,4,40404
4,9,4,43465
4,11,4,45646
4,12,4,46386
4,14,4,47003
4,15,4,47157
4,17,4,50933
4,18,4,52338
4,20,4,49297
4,21,4,46167
4,23,4,38308
5,0,5,34603
5,2,5,33931
5,3,5,32962
5,5,5,31225
5,6,5,31564
5,8,5,40488
5,9,5,43636
5,11,5,45186
5,12,5,45413
5,14,5,45239
5,15,5,45320
5,17,5,49075
5,18,5,51626
5,20,5,48945
5,21,5,45979
5,23,5,38167
6,0,6,35044
6,2,6,34089
6,3,6,33192
6,5,6,31997
6,6,6,32406
6,8,6,41745
6,9,6,44711
6,11,6,46310
6,12,6,46322
6,14,6,45601
6,15,6,45293
6,17,6,48716
6,18,6,51527
6,20,6,47016
6,21,6,43520
6,23,6,36581
7,0,7,33636
7,2,7,32673
7,3,7,31504
7,5,7,29328
7,6,7,28881
7,8,7,30905
7,9,7,33755
7,11,7,38485
7,12,7,39109
7,14,7,38844
7,15,7,38411
7,17,7,42175
7,18,7,46192
7,20,7,43155
7,21,7,40246
7,23,7,34818
8,0,1,32453
8,2,1,31525
8,3,1,30211
8,5,1,28385
8,6,1,28090
8,8,1,28916
8,9,1,30336
8,11,1,37173
8,12,1,39268
8,14,1,40702
8,15,1,40411
8,17,1,43647
8,18,1,46411
8,20,1,43039
8,21,1,41021
8,23,1,34778
9,0,2,31728
9,2,2,31114
9,3,2,30633
9,5,2,29334
9,6,2,29115
9,8,2,41453
9,9,2,44457
9,11,2,44934
9,12,2,45010
9,14,2,44885
9,15,2,44939
9,17,2,48494
9,18,2,52001
9,20,2,48554
9,21,2,45326
9,23,2,37571
10,0,3,34307
10,2,3,33043
10,3,3,32130
10,5,3,30600
10,6,3,30811
10,8,3,41946
10,9,3,44647
10,11,3,45007
10,12,3,45022
10,14,3,45044
10,15,3,45160
10,17,3,48864
10,18,3,52255
10,20,3,48444
10,21,3,45508
10,23,3,37456
11,0,4,34127
11,2,4,32837
11,3,4,32011
11,5,4,30253
11,6,4,29846
11,8,4,41718
11,9,4,44376
11,11,4,44670
11,12,4,44646
11,14,4,44474
11,15,4,44438
11,17,4,48479
11,18,4,51686
11,20,4,48150
11,21,4,45467
11,23,4,37204
12,0,5,33590
12,2,5,33020
12,3,5,31817
12,5,5,29936
12,6,5,29678
12,8,5,41201
12,9,5,44163
12,11,5,44374
12,12,5,44614
12,14,5,44374
12,15,5,44316
12,17,5,48020
12,18,5,52113
12,20,5,49726
12,21,5,45359
12,23,5,38612
13,0,6,35187
13,2,6,34266
13,3,6,33858
13,5,6,31940
13,6,6,32585
13,8,6,43473
13,9,6,46206
13,11,6,46713
13,12,6,46550
13,14,6,45334
13,15,6,44890
13,17,6,47865
13,18,6,52188
13,20,6,48888
13,21,6,45711
13,23,6,39030
14,0,7,35835
14,2,7,35345
14,3,7,34213
14,5,7,32456
14,6,7,32063
14,8,7,34628
14,9,7,37626
14,11,7,42907
14,12,7,43102
14,14,7,41660
14,15,7,40942
14,17,7,43273
14,18,7,48203
14,20,7,45650
14,21,7,42861
14,23,7,37162
15,0,1,34914
15,2,1,33786
15,3,1,33067
15,5,1,31776
15,6,1,31333
15,8,1,31961
15,9,1,33086
15,11,1,39942
15,12,1,41301
15,14,1,41780
15,15,1,41183
15,17,1,44228
15,18,1,48815
15,20,1,45931
15,21,1,43753
15,23,1,37370
16,0,2,34489
16,2,2,34166
16,3,2,33747
16,5,2,33221
16,6,2,34334
16,8,2,47215
16,9,2,49708
16,11,2,50264
16,12,2,49904
16,14,2,48982
16,15,2,48815
16,17,2,50765
16,18,2,54321
16,20,2,52296
16,21,2,49103
16,23,2,40842
17,0,3,37089
17,2,3,36873
17,3,3,36268
17,5,3,34931
17,6,3,35131
17,8,3,48050
17,9,3,50051
17,11,3,50011
17,12,3,50159
17,14,3,49470
17,15,3,49318
17,17,3,51421
17,18,3,54229
17,20,3,51957
17,21,3,48631
17,23,3,40121
18,0,4,35629
18,2,4,33967
18,3,4,33435
18,5,4,31804
18,6,4,33343
18,8,4,44262
18,9,4,46993
18,11,4,47292
18,12,4,47382
18,14,4,47158
18,15,4,46893
18,17,4,49747
18,18,4,53184
18,20,4,50169
18,21,4,47120
18,23,4,38613
19,0,5,34455
19,2,5,33049
19,3,5,32110
19,5,5,30245
19,6,5,31087
19,8,5,42904
19,9,5,45499
19,11,5,46155
19,12,5,45954
19,14,5,45240
19,15,5,45219
19,17,5,48288
19,18,5,52145
19,20,5,49384
19,21,5,46179
19,23,5,38159
20,0,6,34446
20,2,6,33384
20,3,6,32715
20,5,6,31141
20,6,6,31349
20,8,6,42465
20,9,6,45854
20,11,6,47010
20,12,6,47402
20,14,6,47097
20,15,6,46698
20,17,6,48908
20,18,6,51539
20,20,6,48021
20,21,6,44420
20,23,6,37150
21,0,7,34214
21,2,7,33362
21,3,7,31949
21,5,7,30089
21,6,7,29397
21,8,7,31700
21,9,7,34939
21,11,7,39795
21,12,7,40102
21,14,7,39864
21,15,7,39182
21,17,7,40914
21,18,7,45863
21,20,7,43007
21,21,7,40277
21,23,7,34752
22,0,1,32664
22,2,1,31702
22,3,1,30783
22,5,1,28713
22,6,1,28573
22,8,1,28846
22,9,1,30623
22,11,1,37280
22,12,1,38738
22,14,1,39344
22,15,1,38720
22,17,1,41463
22,18,1,46038
22,20,1,43963
22,21,1,41694
22,23,1,35638
23,0,2,32841
23,2,2,32626
23,3,2,31963
23,5,2,30829
23,6,2,30217
23,8,2,42187
23,9,2,44962
23,11,2,46155
23,12,2,46243
23,14,2,46027
23,15,2,45928
23,17,2,48470
23,18,2,53016
23,20,2,49999
23,21,2,46828
23,23,2,38932
24,0,3,35134
24,2,3,35070
24,3,3,34312
24,5,3,32953
24,6,3,32653
24,8,3,44574
24,9,3,47344
24,11,3,48428
